dish
1
25
25
5
1
25
1
25
1
1
1
25
1
25
25
25
25
25
1
25
25
6
1
1
1
2
1
1
25
25
25
1
7
25
25
25
25
25
1
1
25
1
25
1
1
25
3
25
3
25
25
1
25
1
25
1
25
1
25
25
3
25
1
25
25
25
25
25
25
25
25
6
25
25
1
3
25
6
25
25
3
25
25
25
25
25
25
25
25
1
25
1
25
25
25
25
25
25
25
6
25
3
1
1
1
1
25
25
1
25
3
1
1
25
25
25
1
25
25
25
1
1
25
25
25
1
25
2
25
25
1
1
6
1
25
25
1
25
25
1
25
1
25
1
2
25
2
1
1
25
25
25
25
1
1
25
1
2
1
6
5
1
1
25
25
25
6
25
25
1
1
1
1
1
25
25
1
25
5
25
4
25
25
25
25
25
25
1
25
25
1
25
1
1
1
1
1
1
1
1
11
1
5
3
1
6
2
1
1
1
3
25
1
1
3
1
1
1
1
11
6
1
2
1
1
1
1
1
1
1
1
1
6
1
3
10
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
11
1
1
7
1
6
1
1
6
1
1
1
1
1
1
3
3
11
1
1
1
1
1
1
1
1
3
1
1
1
11
6
1
1
1
1
3
3
14
1
1
1
1
25
3
1
1
6
3
1
1
1
1
10
1
25
6
1
6
6
5
1
1
11
3
1
6
1
1
6
1
1
1
6
6
1
1
6
1
25
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
5
1
1
1
3
5
1
1
1
1
1
3
1
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
25
1
6
3
11
1
6
1
1
1
1
1
3
6
1
1
2
11
1
1
1
3
1
1
1
3
1
1
2
1
1
1
1
1
25
1
11
5
25
5
7
25
1
6
1
1
3
1
1
6
1
3
1
1
1
1
1
1
1
6
1
1
3
1
3
6
6
5
1
1
1
1
1
1
1
25
1
1
4
1
3
1
11
1
1
1
1
5
1
1
1
2
1
3
1
1
1
1
3
1
6
1
1
3
1
5
1
25
25
2
3
6
7
6
1
3
1
1
1
1
5
1
1
6
1
5
11
5
1
1
5
1
1
1
1
4
1
1
6
6
1
3
1
6
3
1
3
6
1
1
1
1
1
1
1
3
1
1
3
1
1
3
1
1
3
1
1
6
1
1
3
1
1
6
1
3
1
1
1
6
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
2
1
2
1
1
1
1
1
1
2
1
5
1
1
1
3
1
1
1
1
1
6
6
1
1
1
1
5
1
1
1
1
3
11
1
1
1
6
1
5
1
1
1
1
1
1
6
3
1
1
3
1
1
3
6
1
7
1
1
6
2
1
1
1
1
6
1
1
1
1
1
6
1
1
1
1
1
1
2
1
1
1
1
1
6
1
1
1
1
1
1
1
6
3
6
1
3
1
1
1
2
1
1
2
5
1
1
1
1
1
3
3
1
1
1
5
1
11
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
7
1
2
1
1
1
2
3
1
1
11
1
6
1
1
1
1
1
1
1
1
6
1
1
6
1
1
1
1
1
1
6
1
1
1
3
1
1
1
3
1
5
1
3
1
3
1
3
1
3
1
1
1
1
6
1
1
6
1
3
1
1
5
1
3
6
10
1
1
3
6
1
3
6
1
1
11
5
1
1
1
1
1
1
1
3
1
1
3
1
3
3
1
1
1
2
2
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
3
1
3
10
3
1
1
11
1
1
6
6
1
1
1
1
1
1
1
5
1
1
1
1
1
1
1
1
1
1
3
1
11
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
7
1
1
1
1
1
6
1
6
1
2
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
2
1
1
6
6
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
6
1
1
1
1
1
1
5
1
1
1
3
1
1
1
1
1
1
1
6
1
5
1
1
1
1
6
1
1
1
1
1
1
1
3
1
1
1
3
1
1
1
1
1
1
1
3
1
1
1
1
1
6
6
1
1
3
7
1
1
6
1
1
1
1
3
1
1
6
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
3
6
3
1
3
6
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
6
1
1
1
3
3
2
1
1
3
6
1
1
1
1
1
1
1
5
1
1
1
1
1
1
6
1
1
1
6
3
1
1
1
4
6
5
1
1
1
1
1
1
1
1
2
1
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
5
1
1
5
1
1
1
1
1
1
1
5
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
10
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
5
1
1
2
1
1
1
1
1
1
1
1
1
5
1
1
1
1
1
1
1
1
1
1
1
3
1
1
6
1
1
1
1
1
1
1
3
1
5
1
2
1
1
3
1
1
1
1
1
1
6
1
1
6
1
6
1
3
1
1
1
1
1
3
1
6
1
1
1
1
1
1
1
1
1
3
6
2
1
1
1
1
1
6
1
3
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
6
1
1
1
6
1
3
1
1
1
3
4
1
4
1
1
1
6
1
6
3
3
1
3
1
1
1
1
1
1
1
2
1
1
1
1
3
1
6
1
3
1
1
6
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
5
1
1
3
1
1
1
1
1
6
1
1
3
1
1
1
1
1
1
3
1
1
1
1
1
6
1
1
1
1
1
1
1
11
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
7
3
3
1
1
5
2
1
1
1
1
1
3
5
2
1
6
1
1
1
1
1
1
1
1
6
1
1
1
6
1
1
1
1
1
1
6
1
1
1
1
3
1
3
1
1
1
6
3
1
1
1
6
1
1
1
1
1
1
1
1
1
1
11
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
3
1
6
1
3
6
2
1
1
11
1
1
1
5
6
1
1
4
1
1
1
1
1
6
3
1
1
11
3
1
1
1
1
6
1
1
6
1
1
1
3
2
6
1
6
1
1
6
3
3
1
1
1
1
1
1
3
1
1
1
1
6
3
1
1
1
1
1
1
1
1
1
3
6
1
1
1
1
1
1
1
1
1
5
6
6
3
6
1
1
1
1
1
1
1
1
2
1
11
1
1
1
1
1
1
1
3
1
3
1
6
1
1
1
1
1
11
1
1
1
1
1
1
1
3
1
1
1
1
6
1
1
1
1
1
1
1
1
1
6
1
1
1
2
6
1
1
1
6
1
1
1
1
11
1
6
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
2
1
2
1
6
1
1
1
1
1
2
1
1
1
2
6
1
1
1
3
1
2
1
1
1
1
1
1
1
1
1
1
1
1
6
6
1
1
1
1
1
6
1
1
6
1
1
3
1
6
1
1
4
1
1
1
1
3
1
6
1
1
1
1
1
1
1
6
1
6
5
6
6
2
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
6
1
6
1
1
1
6
1
3
3
1
1
1
1
3
1
1
1
1
1
1
6
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
5
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
11
1
1
1
1
3
3
1
11
2
2
1
1
1
1
3
1
1
1
1
1
1
6
1
1
1
1
5
1
5
1
1
1
1
1
1
1
1
1
1
1
1
1
6
1
6
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
5
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
2
1
5
1
1
1
1
3
3
1
1
1
1
6
1
1
1
6
1
6
1
1
1
1
1
3
1
5
1
3
1
1
1
1
1
5
3
1
1
1
1
1
1
1
1
1
2
1
1
1
1
6
1
1
1
1
1
6
1
1
6
1
6
1
1
1
1
1
6
1
1
1
3
1
1
3
1
1
1
1
6
1
1
3
1
1
1
6
1
1
6
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
6
1
3
6
11
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
3
1
1
7
1
1
1
1
1
1
1
1
1
1
1
1
3
1
6
6
1
1
1
1
1
1
1
1
1
6
1
1
5
2
3
1
1
1
1
3
3
1
1
5
1
1
1
1
1
1
3
1
6
1
1
3
1
1
1
1
1
1
1
6
1
1
6
3
1
1
1
6
1
1
1
5
1
1
1
1
1
1
1
3
6
1
1
1
1
1
5
1
1
1
6
1
1
1
1
1
5
1
1
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
3
6
2
1
3
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
2
3
1
1
1
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
11
3
6
1
1
1
4
1
1
1
1
1
1
3
1
1
1
2
1
1
6
6
1
6
6
2
3
1
6
3
1
1
3
1
1
5
1
2
1
3
1
1
6
3
1
1
1
1
1
1
1
2
1
1
5
1
1
1
1
3
1
11
1
1
11
6
1
1
1
3
1
1
1
1
1
6
1
3
1
1
3
1
3
1
1
1
1
1
1
5
1
1
1
1
3
1
1
1
3
6
6
1
1
3
3
1
1
3
1
1
3
1
1
6
1
1
1
3
1
6
6
1
1
1
1
6
3
1
6
1
1
1
1
1
1
1
1
1
6
1
1
1
3
6
1
1
1
3
11
6
6
1
6
1
3
1
1
5
6
1
5
1
1
1
1
1
5
3
3
1
1
6
1
6
6
1
3
3
2
1
1
1
1
1
1
1
1
1
1
6
3
1
2
1
1
1
1
3
1
6
1
1
1
5
1
3
1
1
1
1
1
1
1
6
1
1
1
1
6
1
1
3
1
1
1
1
1
1
1
1
1
3
1
1
3
1
1
1
1
6
1
3
6
1
3
1
1
3
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
5
1
1
6
1
1
3
6
3
3
11
6
1
1
6
1
1
1
3
1
1
6
1
3
1
4
1
1
1
6
1
3
1
1
1
1
3
1
1
6
1
3
2
3
3
1
1
11
1
3
1
1
1
11
1
6
5
1
3
1
3
1
6
1
11
1
3
1
6
1
1
1
1
1
1
1
1
3
11
1
3
2
1
1
6
1
6
6
11
1
1
1
1
1
1
5
1
1
1
1
1
11
1
1
1
1
3
1
6
1
1
1
3
1
1
1
3
3
1
6
1
6
6
6
3
1
1
5
6
1
1
1
1
1
3
1
4
1
1
1
1
6
6
1
2
3
1
1
1
1
1
3
1
1
3
1
1
3
1
1
1
1
1
6
3
1
1
6
1
1
1
1
1
1
18
1
6
1
2
1
1
3
6
1
5
1
1
8
11
1
1
1
1
2
1
1
3
1
1
1
6
3
1
1
1
7
1
1
1
1
6
1
1
1
1
2
3
3
1
1
1
1
3
3
1
1
8
6
6
1
1
6
1
6
1
1
1
1
6
1
1
1
6
1
1
1
5
1
1
3
3
5
1
1
6
1
1
1
1
1
5
3
1
1
1
3
11
1
1
6
1
1
1
1
7
1
6
3
3
1
6
1
1
1
1
1
1
1
6
6
1
3
11
1
1
3
3
1
1
6
1
1
5
6
1
3
6
3
1
1
1
1
5
6
3
6
1
1
1
1
1
6
6
6
7
5
6
1
3
1
5
14
1
6
1
3
1
1
3
1
1
1
1
3
6
2
1
5
1
6
1
1
1
1
6
1
3
6
1
1
6
1
1
1
3
3
1
3
3
1
6
1
1
1
6
1
1
1
1
7
1
1
1
1
3
3
1
6
6
3
1
6
1
1
1
1
1
1
5
1
5
6
3
1
1
1
1
6
1
1
5
1
7
1
11
1
3
5
1
1
1
1
1
1
5
6
1
1
2
1
1
11
1
5
1
3
5
1
5
2
5
1
1
1
1
1
1
6
1
1
1
1
1
1
1
6
6
1
6
1
1
6
1
1
1
6
1
1
11
1
1
3
1
1
1
3
1
1
1
1
1
3
5
1
1
1
1
3
5
5
6
1
1
1
1
1
6
3
1
1
6
1
1
6
1
1
3
3
1
6
5
2
1
1
5
6
5
1
1
1
5
1
1
11
3
6
1
1
1
1
1
5
6
3
1
1
1
1
1
6
1
1
1
1
1
6
1
1
3
1
1
1
1
1
1
3
1
5
1
1
1
6
1
1
6
1
1
1
1
5
1
2
1
3
1
1
6
1
1
6
1
1
11
1
5
3
1
1
1
1
5
1
1
1
3
1
3
6
3
1
6
6
1
1
1
5
1
6
1
1
1
1
6
1
5
3
5
1
3
3
1
11
1
1
1
3
3
6
7
1
1
6
3
6
1
11
6
1
3
1
3
1
1
3
3
1
6
1
1
1
3
6
1
5
1
1
1
6
1
1
1
11
1
1
1
1
1
1
1
1
1
2
1
1
1
6
7
6
5
6
6
1
1
6
6
3
1
5
1
1
1
6
1
1
6
5
1
5
3
1
1
1
1
1
1
1
1
1
6
1
1
1
6
5
6
1
2
8
1
6
1
1
6
6
1
5
6
1
1
1
3
1
2
1
3
3
11
1
1
1
1
1
6
1
3
1
1
3
8
5
3
3
1
6
3
1
1
1
1
1
1
1
6
5
4
1
1
1
1
1
6
6
1
1
1
6
1
6
1
6
1
1
1
1
1
3
1
6
1
1
1
6
1
1
1
1
1
1
1
3
1
1
1
1
1
1
1
1
1
1
6
1
1
1
1
1
3
6
5
6
1
11
3
5
6
3
1
3
3
2
1
1
3
6
1
1
5
1
5
1
3
5
1
6
1
6
1
1
1
1
6
1
1
1
6
5
11
1
1
1
6
6
1
1
5
1
1
3
1
3
3
1
1
1
11
6
6
1
5
1
6
1
2
1
5
5
5
1
6
5
3
3
2
1
1
1
1
1
1
11
1
1
2
6
1
1
1
1
6
1
1
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
3
3
1
6
3
3
1
1
1
1
1
6
1
6
7
11
1
5
1
1
6
5
1
6
3
1
3
1
6
1
1
2
6
1
1
1
3
5
11
1
6
5
1
1
1
1
1
5
1
1
1
1
1
6
1
6
1
1
1
6
1
1
6
1
6
1
1
3
3
6
1
1
1
6
1
1
1
6
3
1
3
1
1
1
3
1
3
1
3
1
1
1
1
4
1
6
1
11
1
6
1
1
1
1
1
1
1
2
11
5
1
1
1
1
5
11
6
1
6
6
1
5
1
3
1
1
1
3
6
1
6
11
1
1
6
1
1
1
3
3
1
5
1
11
6
1
3
1
6
5
3
1
6
1
1
5
1
1
6
1
1
1
6
1
8
1
3
6
6
1
5
1
1
1
1
1
6
1
1
1
6
1
3
1
6
1
6
6
6
1
1
1
1
1
1
1
1
1
3
1
1
1
6
1
1
1
1
5
1
1
1
1
1
5
1
1
3
1
1
7
2
5
1
1
6
1
1
6
6
1
1
1
2
1
1
1
1
1
1
11
6
3
6
1
1
1
2
6
1
1
11
1
5
1
6
3
3
1
1
1
1
11
1
6
1
3
3
1
1
1
1
1
1
1
6
3
1
3
1
1
1
1
6
1
11
1
1
1
3
3
1
3
1
6
6
6
1
5
3
2
1
1
3
1
1
1
6
1
2
4
1
1
6
3
1
1
3
3
5
3
1
6
1
1
5
6
3
3
7
1
6
5
1
1
6
5
1
1
3
1
6
1
3
1
2
1
11
1
1
3
1
3
1
1
1
1
1
1
1
11
3
3
3
1
1
1
6
6
1
1
1
1
1
5
1
6
6
3
1
1
1
3
1
1
1
3
6
1
7
11
5
1
6
6
1
5
5
6
3
6
1
1
6
1
3
1
5
1
1
2
1
1
1
3
1
4
1
3
1
1
3
3
6
11
1
1
1
1
6
1
5
3
6
3
1
5
1
1
1
1
3
1
1
1
1
1
3
6
6
1
1
1
1
1
1
1
3
6
6
1
6
1
1
3
1
1
1
1
1
6
1
6
1
14
1
8
1
1
1
6
1
1
1
3
6
6
1
1
1
1
1
1
1
14
5
1
5
1
6
6
1
1
3
1
1
6
1
1
1
1
3
1
3
1
3
1
1
1
1
1
6
6
1
1
1
6
3
3
1
1
1
6
1
1
1
3
6
1
1
1
1
1
1
11
3
1
6
1
5
3
3
1
1
5
1
1
1
11
1
3
1
1
1
1
1
6
6
6
1
1
6
6
3
5
1
6
1
5
1
1
1
1
5
1
2
1
1
1
1
1
1
11
1
1
1
3
11
1
1
1
1
1
1
1
1
1
1
1
1
3
3
2
3
1
1
1
1
3
1
1
1
1
1
1
14
3
6
5
1
1
1
1
1
5
3
5
1
1
1
6
1
1
3
6
6
6
1
1
6
1
6
1
1
1
6
1
3
1
1
3
3
1
6
1
8
1
3
6
1
3
1
1
1
6
1
1
1
1
1
5
6
3
5
5
3
1
1
1
1
6
1
6
3
1
1
1
6
3
1
1
1
1
1
1
1
6
1
1
6
6
1
1
1
1
6
3
2
1
1
11
6
6
1
6
6
1
1
6
6
1
1
1
1
1
1
1
1
1
3
11
2
1
3
5
1
1
1
6
1
2
3
1
1
1
1
6
4
1
5
6
1
3
6
1
1
1
5
1
1
3
6
1
6
5
3
6
1
1
3
1
1
5
6
1
5
1
1
1
3
1
1
6
1
1
1
1
1
1
11
3
3
11
1
1
1
1
5
1
1
1
1
6
1
1
1
3
1
1
1
6
2
1
18
3
1
1
3
1
3
1
6
1
1
1
1
1
6
1
3
6
1
1
3
6
1
6
6
6
6
1
2
1
6
1
1
1
6
5
1
1
1
1
1
1
11
1
11
1
6
3
1
1
1
1
11
1
1
2
1
1
3
1
5
6
1
1
1
1
3
1
6
1
1
1
4
1
1
3
1
1
1
6
1
6
3
1
6
1
5
6
1
3
1
1
6
1
1
1
6
1
1
6
1
3
1
1
11
3
1
1
1
1
1
1
5
1
1
1
1
11
1
1
1
3
6
3
1
3
14
1
6
6
1
1
1
1
6
11
1
1
3
1
1
5
3
3
1
6
1
4
3
1
1
1
1
1
1
1
1
6
6
5
1
6
3
1
5
1
1
3
1
1
1
1
1
1
14
2
1
6
6
1
5
3
1
6
3
1
1
1
1
6
2
5
1
1
1
11
6
6
1
1
6
5
1
1
1
5
1
5
1
6
6
4
1
6
6
1
1
1
1
14
1
1
1
3
3
1
6
6
6
1
1
6
1
1
1
6
1
6
5
1
6
6
1
2
6
1
1
1
3
1
1
6
3
1
1
1
5
1
5
1
1
1
1
6
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
6
6
1
1
1
6
1
1
2
1
1
6
3
1
11
1
1
6
1
1
1
3
1
11
6
3
1
1
6
3
1
6
1
1
1
11
2
1
1
6
1
1
1
6
3
1
3
1
3
3
5
3
1
3
1
1
1
5
6
1
1
1
5
1
1
6
1
1
1
1
1
6
6
3
3
1
6
6
1
1
1
1
1
1
1
6
1
1
6
1
1
1
1
1
6
1
1
1
6
1
1
6
1
1
1
1
1
1
1
1
3
6
1
2
1
11
1
1
1
1
3
1
1
1
1
1
7
3
6
1
1
1
1
1
8
1
3
1
3
1
5
6
6
6
6
1
1
1
1
1
1
1
1
1
1
1
3
4
1
1
5
3
1
1
3
1
1
1
1
1
11
1
1
1
3
1
6
1
5
4
5
2
11
1
5
1
5
6
7
1
1
1
3
6
6
1
1
6
1
1
6
1
1
5
1
6
1
1
6
1
1
3
2
1
1
1
1
3
1
5
1
6
1
1
1
1
3
6
5
1
1
5
6
1
3
1
11
1
1
6
1
1
1
1
1
2
1
1
1
5
2
1
1
1
6
1
1
3
1
1
6
1
1
1
6
3
1
1
1
5
1
4
1
1
2
1
1
1
5
1
6
1
6
5
1
1
1
1
3
1
6
1
6
3
1
1
1
1
1
1
5
3
1
3
5
1
1
6
1
6
1
1
6
11
1
1
1
1
1
1
1
3
5
1
11
5
1
1
1
1
1
1
1
7
1
1
6
1
1
11
1
1
1
1
1
1
1
1
3
6
1
1
1
1
3
6
1
6
1
6
1
11
6
1
3
1
1
1
1
1
1
1
1
1
1
1
5
5
1
6
3
1
6
1
1
3
6
6
1
1
2
3
3
1
1
1
1
5
1
6
1
1
1
1
5
1
1
1
1
6
1
6
1
1
6
1
11
1
1
1
1
1
6
1
1
1
11
1
1
6
3
1
11
5
3
3
1
1
1
1
1
1
1
1
1
11
1
1
5
1
6
6
6
11
1
1
11
1
3
1
1
1
1
6
6
1
3
1
3
1
2
1
6
5
1
1
3
2
1
1
3
1
1
1
1
2
5
1
5
3
1
1
6
1
1
1
1
1
1
5
3
5
1
1
5
3
6
3
1
1
1
5
5
6
1
1
1
1
1
3
6
1
6
3
1
6
1
3
6
1
1
1
6
3
1
1
1
1
1
11
1
1
1
6
6
1
1
6
6
1
3
1
1
1
6
1
1
1
1
1
1
3
1
7
5
1
1
1
6
11
3
1
6
1
6
1
1
1
3
1
1
1
6
5
5
5
1
5
6
1
1
8
1
1
1
6
1
1
6
5
1
5
1
1
1
1
1
1
1
1
5
1
1
1
1
1
11
6
1
1
1
1
1
6
6
6
6
1
1
1
6
3
5
1
1
1
1
1
1
1
6
1
3
1
1
1
1
3
1
1
6
1
1
6
3
1
1
1
3
3
3
1
6
1
6
1
1
1
1
1
5
1
1
3
11
1
6
1
6
1
1
1
1
8
4
1
3
3
1
1
1
1
13
1
1
1
6
1
6
3
6
1
1
1
1
1
1
1
1
11
1
1
1
1
1
1
1
6
1
1
6
1
3
6
1
1
1
1
1
1
1
5
1
1
6
1
1
4
1
1
6
1
1
1
1
1
1
5
1
6
3
6
6
1
14
1
1
4
6
1
1
1
1
3
1
1
3
7
1
1
6
6
6
1
1
1
6
1
1
1
3
5
1
6
1
7
5
1
1
1
3
6
1
8
6
6
1
1
6
5
1
1
6
1
1
3
1
8
1
6
1
1
11
1
1
1
1
1
3
6
6
3
11
1
1
1
5
6
5
6
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
11
1
1
1
1
1
1
1
1
1
1
1
1
5
6
1
1
1
6
1
1
1
1
3
5
1
1
1
1
1
1
5
1
1
1
1
7
1
6
1
3
1
1
6
1
1
3
1
6
1
6
1
1
1
1
1
1
4
3
5
6
1
6
6
3
11
7
6
6
3
3
1
3
1
1
1
1
1
1
6
1
1
11
6
1
6
1
2
1
1
1
1
1
6
5
6
3
1
1
3
2
1
1
1
1
1
6
1
6
1
1
5
1
1
1
6
1
6
1
1
1
1
3
3
1
1
1
1
1
1
1
1
3
6
1
1
6
1
3
1
1
3
5
6
1
6
1
1
1
1
1
6
1
5
1
6
1
5
1
1
1
6
6
1
1
6
6
5
1
5
11
2
1
1
1
2
3
1
3
3
1
1
3
3
1
1
1
1
11
1
1
1
3
1
2
1
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
7
6
1
5
1
3
1
1
5
6
3
3
6
6
5
1
1
6
1
1
3
1
1
5
1
6
6
1
1
1
1
6
5
6
7
1
6
6
1
1
6
6
5
1
1
1
1
6
1
2
1
1
1
3
1
6
1
1
1
1
2
3
1
1
1
1
11
1
3
1
1
3
1
1
1
1
1
1
1
1
6
4
1
1
5
6
6
1
1
1
5
1
6
1
1
3
1
5
6
6
5
1
6
5
1
1
1
6
1
1
4
1
1
1
6
6
1
1
1
1
6
5
1
1
1
6
1
6
1
3
6
6
5
1
1
1
1
1
7
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
5
3
3
1
1
1
1
1
1
1
5
3
7
1
3
1
1
3
6
1
1
1
5
5
1
5
1
1
5
3
6
1
2
1
1
3
1
3
1
1
5
3
6
6
1
6
1
5
1
3
5
1
1
1
1
1
3
5
6
1
1
1
1
1
5
14
11
1
1
6
6
14
1
1
1
1
11
6
6
5
3
3
11
6
5
5
6
5
1
5
1
1
4
1
1
1
1
6
1
8
6
6
1
6
1
1
1
1
1
1
1
6
1
1
1
1
3
5
1
1
1
6
1
1
6
14
1
1
5
1
1
1
1
1
1
1
3
1
2
3
3
1
1
1
1
1
5
1
1
3
1
1
6
1
1
1
1
1
11
1
6
1
3
1
6
1
3
3
11
1
6
1
1
1
11
1
1
1
1
1
6
1
1
6
1
1
5
1
1
1
1
5
1
1
1
1
1
1
1
6
6
6
6
1
1
1
1
1
6
1
1
1
1
5
2
1
6
1
1
3
1
2
1
1
6
3
1
6
1
1
1
5
14
1
3
6
6
1
1
1
5
11
7
1
3
1
1
1
1
1
1
1
3
6
1
1
1
3
1
1
11
3
1
1
1
1
1
6
1
6
1
1
1
1
1
6
1
1
1
1
1
1
6
1
1
1
1
1
1
6
1
1
1
6
5
6
6
1
5
1
1
1
3
1
1
5
1
1
1
6
1
6
1
1
3
2
1
1
1
1
6
1
1
6
5
5
1
1
5
1
6
1
6
1
1
1
6
1
1
1
1
1
1
1
1
2
1
1
6
1
6
3
1
1
1
6
1
1
3
6
2
1
14
2
1
1
5
1
6
1
6
1
1
6
